EntityID,AddressLine,Locality,AdminDistrict,PostalCode,CountryRegion,Phone,Manager,Latitude,Longitude
1337440,1500 WALLACE AVE,San Francisco,CA,58,United States,,,37.72672579,-122.3892499
934602,2150 HARRISON ST,San Francisco,CA,,United States,,,0,0
1337291,251 GEARY ST,San Francisco,CA,28852,United States,,,37.78717629,-122.4073981
1337455,2115 JENNINGS ST,San Francisco,CA,58,United States,,,37.72672798,-122.3886584
1337443,1430 YOSEMITE AVE,San Francisco,CA,58,United States,,,37.72549805,-122.3883692
1337430,1135 REVERE AVE,San Francisco,CA,58,United States,,,37.72647072,-122.3815412
1334923,2940 PACIFIC AVE,San Francisco,CA,29490,United States,,,37.79238544,-122.4439915
1337442,1420 YOSEMITE AVE,San Francisco,CA,58,United States,,,37.7251817,-122.3881927
1337290,233 GEARY ST,San Francisco,CA,28852,United States,,,37.7872426,-122.4068797
1337439,1450 WALLACE AVE,San Francisco,CA,58,United States,,,37.72614569,-122.3882277
1337447,300 BEALE ST,San Francisco,CA,28855,United States,,,37.78813948,-122.3925795
1334925,2521 SCOTT ST,San Francisco,CA,29490,United States,,,37.79332251,-122.4401193
1337446,1555 BANCROFT AVE,San Francisco,CA,58,United States,,,37.72439753,-122.3915051
1337433,1212 THOMAS AVE,San Francisco,CA,58,United States,,,37.72666477,-122.3841442
1334938,2854 GREEN ST,San Francisco,CA,57,United States,,,37.79505143,-122.4461344
1334926,2750 SCOTT ST,San Francisco,CA,57,United States,,,37.79531589,-122.4399079
1337347,531 BAY SHORE BLVD,San Francisco,CA,58,United States,,,37.7387268,-122.406736
1334936,2590 GREEN ST,San Francisco,CA,57,United States,,,37.79558565,-122.4417182
1334928,2201 VALLEJO ST,San Francisco,CA,,United States,,,0,0
1337431,1127 SHAFTER AVE,San Francisco,CA,58,United States,,,37.72594556,-122.3822812
1337356,2198 OAKDALE AVE,San Francisco,CA,58,United States,,,37.74099474,-122.4011723
1337438,1337 VAN DYKE AVE,San Francisco,CA,58,United States,,,37.72624948,-122.3878154
1337268,536 MISSION ST,San Francisco,CA,28855,United States,,,37.78924891,-122.398893
1334924,3100 PACIFIC AVE,San Francisco,CA,29490,United States,,,37.79202906,-122.4465769
1337457,2200 OFARRELL ST,San Francisco,CA,,United States,,,0,0
1337434,1265 THOMAS AVE,San Francisco,CA,58,United States,,,37.72670968,-122.3852947
1337357,2901 03RD ST,San Francisco,CA,28856,United States,,,37.75240499,-122.3870002
1334939,3756 JACKSON ST,San Francisco,CA,54,United States,,,37.78990823,-122.4567625
1337441,1335 YOSEMITE AVE,San Francisco,CA,58,United States,,,37.72387884,-122.3870109
1334931,2710 BROADWAY,San Francisco,CA,57,United States,,,37.79368135,-122.4420021
1337354,1275 EVANS AVE,San Francisco,CA,58,United States,,,37.73911143,-122.382465
1334934,2970 BROADWAY,San Francisco,CA,57,United States,,,37.79317664,-122.4460619
1337429,1160 REVERE AVE,San Francisco,CA,58,United States,,,37.72723401,-122.3818155
1037694,2200 WEBSTER ST,San Francisco,CA,,United States,,,0,0
1340418,404 OCTAVIA ST,San Francisco,CA,28852,United States,,,37.77603906,-122.4241756
1337444,1440 BANCROFT AVE,San Francisco,CA,58,United States,,,37.72417289,-122.3897354
1337449,1450 DONNER AVE,San Francisco,CA,58,United States,,,37.72305651,-122.3911119
1337266,400 CALIFORNIA ST,San Francisco,CA,,United States,,,0,0
1337293,100 GEARY ST,San Francisco,CA,28857,United States,,,37.78791423,-122.4052705
1337355,600 MENDELL ST,San Francisco,CA,58,United States,,,37.73967879,-122.3864934
1334933,2960 BROADWAY,San Francisco,CA,57,United States,,,37.79318612,-122.4458894
1337292,345 STOCKTON ST,San Francisco,CA,28857,United States,,,37.78891015,-122.407196
1337452,1300 GRIFFITH ST,San Francisco,CA,58,United States,,,37.72708663,-122.3810744
1334929,3550 WASHINGTON ST,San Francisco,CA,54,United States,,,37.78966683,-122.4516278
1334932,2840 BROADWAY,San Francisco,CA,57,United States,,,37.79344143,-122.4438912
1334937,2701 GREEN ST,San Francisco,CA,57,United States,,,37.7949291,-122.443833
1337437,1370 VAN DYKE AVE,San Francisco,CA,58,United States,,,37.72695076,-122.38798
1334935,1150 FRANCISCO ST,San Francisco,CA,28858,United States,,,37.80379024,-122.4241452
1337353,1 SANSOME ST,San Francisco,CA,28854,United States,,,37.79048515,-122.4009404
1337436,1351 UNDERWOOD AVE,San Francisco,CA,58,United States,,,37.72701466,-122.3874974
1334927,2616 UNION ST,San Francisco,CA,57,United States,,,37.79648,-122.44253
1340315,840 BRANNAN ST,San Francisco,CA,28853,United States,,,37.77256169,-122.404474
1340314,235 BERRY ST,San Francisco,CA,310,United States,,,37.77470305,-122.3940894
1341056,773 MARKET ST,San Francisco,CA,28853,United States,,,37.78539564,-122.404391
1341234,455 MARKET ST,San Francisco,CA,28855,United States,,,37.79094704,-122.3986336
1341233,400 MONTGOMERY ST,San Francisco,CA,28854,United States,,,37.79314863,-122.4025672
1341232,1 MARKET ST,San Francisco,CA,28855,United States,,,37.79387151,-122.3948652
1341238,400 MONTGOMERY ST,San Francisco,CA,28854,United States,,,37.79314863,-122.4025672
1341239,1 MARKET ST,San Francisco,CA,28855,United States,,,37.79387151,-122.3948652
1337540,409 ILLINOIS ST,San Francisco,CA,310,United States,,,37.76624505,-122.3873563
1337538,505 HOWARD ST,San Francisco,CA,28855,United States,,,37.78798865,-122.3961007
1337539,400 HOWARD ST,San Francisco,CA,28855,United States,,,37.78911921,-122.395881
1307613,1188 FRANKLIN ST,San Francisco,CA,28858,United States,,,37.78527195,-122.4226036
1347397,1100 FRANKLIN ST,San Francisco,CA,28858,United States,,,37.78484603,-122.4225681
1338490,370 DRUMM ST,San Francisco,CA,28860,United States,,,37.79691371,-122.3966507
1347242,1 BOUTWELL ST,San Francisco,CA,58,United States,,,37.7377602,-122.405547
1338493,500 HOWARD ST,San Francisco,CA,,United States,,,0,0
1338492,900 FRONT ST,San Francisco,CA,28860,United States,,,37.80022092,-122.399569
1338491,253 DRUMM ST,San Francisco,CA,28860,United States,,,37.79612338,-122.3972732
1343454,Assessors Block /Lot,San Francisco,CA,,United States,,,0,0
1343831,1020 03RD ST,San Francisco,CA,310,United States,,,37.77551014,-122.3909993
1344140,2601 24TH ST,San Francisco,CA,28859,United States,,,37.75282237,-122.4055319
1337051,1 BUSH ST,San Francisco,CA,28854,United States,,,37.79092151,-122.4001004
1337053,225 BATTERY ST,San Francisco,CA,28854,United States,,,37.79344653,-122.4003437
916855,490 02ND ST,San Francisco,CA,28856,United States,,,37.7830461,-122.3940666
1398711,220 RANKIN ST,San Francisco,CA,58,United States,,,37.74574924,-122.3924815
1337052,90 BROADWAY,San Francisco,CA,28860,United States,,,37.79926011,-122.3996179
931094,2450 TARAVAL ST,San Francisco,CA,29491,United States,,,37.74255037,-122.4926771
1336145,131 SHOTWELL ST,San Francisco,CA,28859,United States,,,37.74793094,-122.4151932
1336150,640 TEXAS ST,San Francisco,CA,28856,United States,,,37.75791706,-122.3954759
1337050,333 BRANNAN ST,San Francisco,CA,28856,United States,,,37.780918,-122.392417
1336166,368 ELM ST,San Francisco,CA,28852,United States,,,37.78138003,-122.4231438
1336175,1400 MINNESOTA ST,San Francisco,CA,28856,United States,,,37.75207459,-122.3901449
963985,1562 BANCROFT AVE,San Francisco,CA,58,United States,,,37.7254507,-122.3919916
1200178,535 MISSION BAY BLVD SOUTH,San Francisco,CA,310,United States,,,37.76912441,-122.3914749
1337923,155 SANSOME ST,San Francisco,CA,28854,United States,,,37.79183426,-122.4012796
1037692,365 FULTON ST,San Francisco,CA,28852,United States,,,37.7784936,-122.4229547
1181510,1003 TURK ST,San Francisco,CA,28852,United States,,,37.78086844,-122.4254677
1042438,80 SUTTER ST,San Francisco,CA,28854,United States,,,37.79034625,-122.4018502
1089698,2355 FOLSOM ST,San Francisco,CA,,United States,,,0,0
1037689,355 07TH ST,San Francisco,CA,28853,United States,,,37.77638143,-122.4069341
934630,1059 EVANS AVE,San Francisco,CA,58,United States,,,37.73657218,-122.3782097
1163797,1570 BURKE AVE,San Francisco,CA,58,United States,,,37.74475219,-122.3856792
963978,1000 HOLLISTER AVE,San Francisco,CA,58,United States,,,37.71893982,-122.3905179
1163787,500 MASONIC AVE,San Francisco,CA,29492,United States,,,37.77655004,-122.4463076
1163800,2401 22ND ST,San Francisco,CA,28859,United States,,,37.75563701,-122.4051019
946047,1300 POLK ST,San Francisco,CA,28858,United States,,,37.78887712,-122.420091
963988,1101 PALOU AVE,San Francisco,CA,58,United States,,,37.72867144,-122.3818651
1337914,3055 23RD ST,San Francisco,CA,28859,United States,,,37.75392774,-122.4133231
1174530,560 VALENCIA ST,San Francisco,CA,28859,United States,,,37.76385808,-122.4220826
1009768,727 SANSOME ST,San Francisco,CA,308,United States,,,37.79694901,-122.4021834
1181503,1900 03RD ST,San Francisco,CA,310,United States,,,37.76510646,-122.3896795
963994,1309 INGALLS ST,San Francisco,CA,58,United States,,,37.73037424,-122.3818619
1199164,30 GROVE ST,San Francisco,CA,28852,United States,,,37.77915912,-122.4158079
934627,1322 04TH ST,San Francisco,CA,56,United States,,,37.76387076,-122.4606006
1337926,80 SUTTER ST,San Francisco,CA,28854,United States,,,37.79034625,-122.4018502
1184866,Assessors Block 8711/Lot021,San Francisco,CA,310,United States,,,37.77140195,-122.3917716
1037688,400 PARNASSUS AVE,San Francisco,CA,56,United States,,,37.76386403,-122.4583917
934628,777 MARIPOSA ST,San Francisco,CA,28856,United States,,,37.76381128,-122.3912654
963996,1698 KIRKWOOD AVE,San Francisco,CA,58,United States,,,37.73935716,-122.3915228
1337834,3119 ALEMANY BLVD,San Francisco,CA,28861,United States,,,37.71019302,-122.4552219
1058991,601 MISSION ST,San Francisco,CA,28855,United States,,,37.78767164,-122.3997629
1174531,525 MARKET ST,San Francisco,CA,28855,United States,,,37.79040672,-122.3992759
1337836,1271 CAPITOL AVE,San Francisco,CA,28861,United States,,,37.72429778,-122.4593773
1181500,555 CALIFORNIA ST,San Francisco,CA,28854,United States,,,37.79226163,-122.403486
1181513,2157 BRYANT ST,San Francisco,CA,28859,United States,,,37.75979627,-122.4095734
1337920,1550 04TH ST,San Francisco,CA,310,United States,,,37.76912441,-122.3914749
1186399,301 RHODE ISLAND ST,San Francisco,CA,28853,United States,,,37.76545974,-122.4021364
1163788,690 MISSION ST,San Francisco,CA,,United States,,,0,0
1181514,300 HOWARD ST,San Francisco,CA,28855,United States,,,37.78956931,-122.3951294
1163790,Assessors Block 3902/Lot002,San Francisco,CA,28853,United States,,,37.76830699,-122.4120003
934719,1 SANSOME ST,San Francisco,CA,28854,United States,,,37.79048515,-122.4009404
963991,297 HARBOR RD,San Francisco,CA,58,United States,,,37.73343881,-122.3804675
963979,1173 INGERSON AVE,San Francisco,CA,58,United States,,,37.72044936,-122.395915
1163796,1580 DAVIDSON AVE,San Francisco,CA,58,United States,,,37.74569303,-122.3907146
934629,1075 LE CONTE AVE,San Francisco,CA,58,United States,,,37.71878808,-122.398106
1181499,560 MISSION ST,San Francisco,CA,28855,United States,,,37.78886472,-122.3993594
963984,1475 DONNER AVE,San Francisco,CA,58,United States,,,37.72279369,-122.3917197
963980,2900 GRIFFITH ST,San Francisco,CA,58,United States,,,37.71699129,-122.3895991
963998,360 PENINSULA AVE,San Francisco,CA,309,United States,,,37.71084128,-122.3996426
1089697,401 TREAT AVE,San Francisco,CA,28859,United States,,,37.76310833,-122.4134549
1184864,934 BRANNAN ST,San Francisco,CA,28853,United States,,,37.771179,-122.4065737
953198,200 SHOTWELL ST,San Francisco,CA,28859,United States,,,37.76474535,-122.4165621
1163786,544 02ND ST,San Francisco,CA,28856,United States,,,37.78242356,-122.3932364
1337048,1 POST ST,San Francisco,CA,28854,United States,,,37.78877872,-122.4025746
963995,195 KISKA RD,San Francisco,CA,58,United States,,,37.72943829,-122.3766578
975273,601 03RD ST,San Francisco,CA,28856,United States,,,37.78007717,-122.3937673
963982,1060 KEY AVE,San Francisco,CA,58,United States,,,37.71920022,-122.3959767
1181505,180 REDWOOD ST,San Francisco,CA,28852,United States,,,37.78083158,-122.4199429
1090089,1700 EVANS AVE,San Francisco,CA,58,United States,,,37.74488929,-122.390972
1090081,1717 HARRISON ST,San Francisco,CA,,United States,,,0,0
1337835,491 BAY SHORE BLVD,San Francisco,CA,,United States,,,0,0
1186400,1700 16TH ST,San Francisco,CA,28853,United States,,,37.76621745,-122.4039528
1163957,475 CALIFORNIA ST,San Francisco,CA,28854,United States,,,37.79234639,-122.4023853
1090091,1495 WALLACE AVE,San Francisco,CA,58,United States,,,37.7259305,-122.3892156
1163791,432 CLAY ST,San Francisco,CA,28860,United States,,,37.79510556,-122.4008766
1184867,333 08TH ST,San Francisco,CA,28853,United States,,,37.7749755,-122.4093858
963993,1207 SHAFTER AVE,San Francisco,CA,58,United States,,,37.72670827,-122.3836249
1163799,599 MASONIC AVE,San Francisco,CA,54,United States,,,37.78072315,-122.4477896
1181515,1830 HARRISON ST,San Francisco,CA,28853,United States,,,37.76798459,-122.4139538
1037691,1144 LARKIN ST,San Francisco,CA,28858,United States,,,37.78852758,-122.4183137
1181507,164 14TH ST,San Francisco,CA,28853,United States,,,37.76876525,-122.4169022
1181501,2500 MARIPOSA ST,San Francisco,CA,28859,United States,,,37.76372721,-122.4093341
1199051,400 CALIFORNIA ST,San Francisco,CA,28854,United States,,,37.79330428,-122.401459
1181506,400 HOWARD ST,San Francisco,CA,28855,United States,,,37.78911921,-122.395881
1163783,1540 PINE ST,San Francisco,CA,28858,United States,,,37.78982692,-122.4211263
1163793,3300 CESAR CHAVEZ ST,San Francisco,CA,28859,United States,,,37.74854979,-122.4161707
1181509,50 IVY ST,San Francisco,CA,28852,United States,,,37.77812838,-122.4186521
1181498,401 HARRISON ST,San Francisco,CA,28855,United States,,,37.78606252,-122.3921765
1163405,2365 MISSION ST,San Francisco,CA,28859,United States,,,37.75924029,-122.4185442
953001,960 04TH ST,San Francisco,CA,310,United States,,,37.77433767,-122.3940533
963986,1550 WALLACE AVE,San Francisco,CA,58,United States,,,37.72716807,-122.3900291
963989,1420 YOSEMITE AVE,San Francisco,CA,58,United States,,,37.7251817,-122.3881927
1037687,2222 17TH ST,San Francisco,CA,28853,United States,,,37.76521595,-122.406007
1153604,240 02ND ST,San Francisco,CA,28855,United States,,,37.78594032,-122.3977999
963987,1104 FITZGERALD AVE,San Francisco,CA,58,United States,,,37.72017472,-122.3894071
963992,1191 QUESADA AVE,San Francisco,CA,58,United States,,,37.72774449,-122.3821074
1163794,1118 MISSION ST,San Francisco,CA,28853,United States,,,37.77915721,-122.4116154
934625,Assessors Block 8710/Lot003,San Francisco,CA,310,United States,,,37.7706454,-122.3934769
1199133,100 LARKIN ST,San Francisco,CA,28852,United States,,,37.77915912,-122.4158079
1037695,1345 TURK ST,San Francisco,CA,,United States,,,0,0
1181502,610 BRANNAN ST,San Francisco,CA,28856,United States,,,37.77662692,-122.3995555
1181512,2200 HAYES ST,San Francisco,CA,,United States,,,0,0
1181504,2010 HARRISON ST,San Francisco,CA,28855,United States,,,37.7875875,-122.3904715
963990,2115 JENNINGS ST,San Francisco,CA,58,United States,,,37.72672798,-122.3886584
949952,2598 HARRISON ST,San Francisco,CA,,United States,,,0,0
1184865,400 05TH ST,San Francisco,CA,28856,United States,,,37.77871039,-122.4018394
963997,35 NIBBI CT,San Francisco,CA,309,United States,,,37.71045169,-122.3961491
1163798,501 HOWARD ST,San Francisco,CA,,United States,,,0,0
1301435,301 PINE ST,San Francisco,CA,28854,United States,,,37.79183426,-122.4012796
963981,800 JAMESTOWN AVE,San Francisco,CA,58,United States,,,37.716443,-122.3899379
963983,3444 JENNINGS ST,San Francisco,CA,58,United States,,,37.71852205,-122.3966614
1163789,85 02ND ST,San Francisco,CA,28855,United States,,,37.78845703,-122.3998842
1034228,1850 MISSION ST,San Francisco,CA,28853,United States,,,37.76735502,-122.4205179
1181511,270 MASONIC AVE,San Francisco,CA,54,United States,,,37.77891859,-122.4467488
1163801,730 ELLIS ST,San Francisco,CA,28858,United States,,,37.78442074,-122.4184054
1163784,740 VALENCIA ST,San Francisco,CA,28859,United States,,,37.76095717,-122.4218242
1163785,1652 EDDY ST,San Francisco,CA,29490,United States,,,37.78159675,-122.4348578
1242091,1 BUSH ST,San Francisco,CA,28854,United States,,,37.79092151,-122.4001004
1022810,400 CALIFORNIA ST,San Francisco,CA,28854,United States,,,37.79330428,-122.401459
1219753,1133 MISSION ST,San Francisco,CA,28853,United States,,,37.77833026,-122.4115159
1292787,1500 TENNESSEE ST,San Francisco,CA,28856,United States,,,37.75224167,-122.3891885
1090090,345 WILLIAMS AVE,San Francisco,CA,58,United States,,,37.72980548,-122.3992471
1174517,298 MARKET ST,San Francisco,CA,28860,United States,,,37.79321373,-122.397043
1181508,1601 MARKET ST,San Francisco,CA,28853,United States,,,37.77391507,-122.4200263
948140,101 BAY SHORE BLVD,San Francisco,CA,58,United States,,,37.7469483,-122.403391
934597,2565 03RD ST,San Francisco,CA,28856,United States,,,37.7567173,-122.387649
1163792,1 THOMAS MORE WAY,San Francisco,CA,64,United States,,,37.71000333,-122.4714119
934598,3251 26TH ST,San Francisco,CA,28859,United States,,,37.74876215,-122.4143268
1037690,333 12TH ST,San Francisco,CA,28853,United States,,,37.77081823,-122.4140073
1336146,601 23RD ST,San Francisco,CA,28856,United States,,,37.75503073,-122.3845307
1336151,1051 26TH ST,San Francisco,CA,28856,United States,,,37.75126941,-122.3898944
1336174,1411 MARKET ST,San Francisco,CA,28853,United States,,,37.77582552,-122.4172496
1336144,133 SHIPLEY ST,San Francisco,CA,28856,United States,,,37.7807241,-122.4012354
1336141,700 PENNSYLVANIA AVE,San Francisco,CA,28856,United States,,,37.75692365,-122.3935496
1336167,1750 FOLSOM ST,San Francisco,CA,28853,United States,,,37.76890352,-122.4159812
1336152,1090 26TH ST,San Francisco,CA,28856,United States,,,37.75160841,-122.3903095
1336160,1315 ARMSTRONG AVE,San Francisco,CA,58,United States,,,37.72307876,-122.3875257
1336168,500 FRANCISCO ST,San Francisco,CA,308,United States,,,37.80504951,-122.4143344
1336171,1575 INDIANA ST,San Francisco,CA,28856,United States,,,37.75084961,-122.3900276
1336156,3150 03RD ST,San Francisco,CA,58,United States,,,37.74944294,-122.3879855
1336176,2660 NEWHALL ST,San Francisco,CA,58,United States,,,37.72721217,-122.3996363
1336153,2085 03RD ST,San Francisco,CA,28856,United States,,,37.76329906,-122.3884823
1336149,815 TENNESSEE ST,San Francisco,CA,28856,United States,,,37.7615022,-122.389277
1336154,2030 03RD ST,San Francisco,CA,28856,United States,,,37.7636598,-122.3891339
1336140,208 PENNSYLVANIA AVE,San Francisco,CA,28856,United States,,,37.76346296,-122.3940129
1336142,1082 PENNSYLVANIA AVE,San Francisco,CA,28856,United States,,,37.75336083,-122.3930459
1336170,951 INDIANA ST,San Francisco,CA,28856,United States,,,37.75878616,-122.3909584
934621,535 MINNESOTA ST,San Francisco,CA,28856,United States,,,37.76369087,-122.3904574
1336164,1347 DONNER AVE,San Francisco,CA,58,United States,,,37.72145084,-122.3893534
1336172,601 MARIPOSA ST,San Francisco,CA,28856,United States,,,37.76405209,-122.3901444
1336163,380 10TH ST,San Francisco,CA,28853,United States,,,37.77165385,-122.4118091
1336165,1346 EDDY ST,San Francisco,CA,29490,United States,,,37.78186712,-122.4298852
1336148,790 TENNESSEE ST,San Francisco,CA,28856,United States,,,37.7618524,-122.3899321
1336147,640 TENNESSEE ST,San Francisco,CA,28856,United States,,,37.76354048,-122.3900966
1336143,1255 22ND ST,San Francisco,CA,28856,United States,,,37.75701552,-122.3940629
934586,630 TREAT AVE,San Francisco,CA,28859,United States,,,37.75995143,-122.4140497
1336155,3000 03RD ST,San Francisco,CA,28856,United States,,,37.75046412,-122.3879083
1336159,6000 03RD ST,San Francisco,CA,58,United States,,,37.7239799,-122.3959035
1336161,2150 CESAR CHAVEZ ST,San Francisco,CA,28856,United States,,,37.75023688,-122.397818
1336169,998 INDIANA ST,San Francisco,CA,28856,United States,,,37.75803739,-122.3916719
1336139,150 OTIS ST,San Francisco,CA,28853,United States,,,37.7706834,-122.4208796
1336162,1420 CARROLL AVE,San Francisco,CA,58,United States,,,37.72357686,-122.3900591
1336173,1040 MARIPOSA ST,San Francisco,CA,28856,United States,,,37.76420238,-122.3942852
1336158,3255 03RD ST,San Francisco,CA,58,United States,,,37.74844534,-122.386879
1336157,3305 03RD ST,San Francisco,CA,58,United States,,,37.74383117,-122.3777974
934612,166 WISCONSIN ST,San Francisco,CA,28856,United States,,,37.76543387,-122.4001982
934617,185 BERRY ST,San Francisco,CA,28856,United States,,,37.77632715,-122.3917968
934578,380 ALABAMA ST,San Francisco,CA,28859,United States,,,37.76445239,-122.4126719
751253,1800 FOLSOM ST,San Francisco,CA,28853,United States,,,37.76785244,-122.4161049
934613,100 POTRERO AVE,San Francisco,CA,28853,United States,,,37.76807589,-122.4082896
934591,501 YORK ST,San Francisco,CA,28859,United States,,,37.76291431,-122.4089512
1280771,2301 MISSION ST,San Francisco,CA,28859,United States,,,37.76008693,-122.4188065
848184,201 BAY SHORE BLVD,San Francisco,CA,58,United States,,,37.74530891,-122.4034201
934587,Assessors Block 8727/Lot005,San Francisco,CA,310,United States,,,37.76558647,-122.3931971
1292790,2800 03RD ST,San Francisco,CA,28856,United States,,,37.75371742,-122.388359
934599,180 NAPOLEON ST,San Francisco,CA,58,United States,,,37.74758628,-122.3988657
934611,2300 CESAR CHAVEZ ST,San Francisco,CA,28856,United States,,,37.74994529,-122.4004209
934603,1006 16TH ST,San Francisco,CA,28856,United States,,,37.76668986,-122.3971823
934551,368 FELL ST,San Francisco,CA,28852,United States,,,37.77604871,-122.4239392
934600,2800 03RD ST,San Francisco,CA,28856,United States,,,37.75371742,-122.388359
959619,298 KING ST,San Francisco,CA,28856,United States,,,37.77764221,-122.3934181
1037696,1850 MISSION ST,San Francisco,CA,28853,United States,,,37.76734767,-122.4204766
1163795,1240 MINNESOTA ST,San Francisco,CA,28856,United States,,,37.75461495,-122.3903881
934626,Assessors Block /Lot,San Francisco,CA,,United States,,,0,0
1037693,1525 BRYANT ST,San Francisco,CA,28853,United States,,,37.76773409,-122.4101526
1181516,251 11TH ST,San Francisco,CA,28853,United States,,,37.77249678,-122.4142098
1302321,340 POST ST,San Francisco,CA,28852,United States,,,37.788697,-122.4074704
1039786,2101 MISSION ST,San Francisco,CA,28859,United States,,,37.76317462,-122.4190095
955616,928 TOLAND ST,San Francisco,CA,58,United States,,,37.74162369,-122.4015472
934593,500 16TH ST,San Francisco,CA,,United States,,,0,0
1141511,Assessors Block /Lot,San Francisco,CA,,United States,,,0,0
1292789,2890 03RD ST,San Francisco,CA,28856,United States,,,37.75310875,-122.3881702
840504,750 PHELPS ST,San Francisco,CA,58,United States,,,37.73944545,-122.393015
453014,2142 JERROLD AVE,San Francisco,CA,58,United States,,,37.74451858,-122.3989408
773095,10 SOUTH VAN NESS AVE,San Francisco,CA,28853,United States,,,37.77425926,-122.419486
1292786,898 PENNSYLVANIA AVE,San Francisco,CA,28856,United States,,,37.75553447,-122.3939253
934554,100 SPEAR ST,San Francisco,CA,28855,United States,,,37.79215055,-122.394
934580,1098 LE CONTE AVE,San Francisco,CA,58,United States,,,37.71943172,-122.3981395
755221,4650 MISSION ST,San Francisco,CA,28861,United States,,,37.72366128,-122.4359438
934606,3050 23RD ST,San Francisco,CA,28859,United States,,,37.75447643,-122.4128554
934584,3150 26TH ST,San Francisco,CA,28859,United States,,,37.74953311,-122.4131165
934362,720 MARKET ST,San Francisco,CA,28857,United States,,,37.78759842,-122.4040904
934596,501 ALABAMA ST,San Francisco,CA,28859,United States,,,37.76247682,-122.411819
931093,2401 36TH AVE,San Francisco,CA,29491,United States,,,37.74129028,-122.4943779
453012,2101 CARROLL AVE,San Francisco,CA,58,United States,,,37.73022168,-122.4029785
1089427,50 CALIFORNIA ST,San Francisco,CA,28860,United States,,,37.79405318,-122.3973477
1292792,1275 MINNESOTA ST,San Francisco,CA,28856,United States,,,37.75425171,-122.3893812
934552,654 MISSION ST,San Francisco,CA,28855,United States,,,37.78718285,-122.4012348
934588,2501 CESAR CHAVEZ ST,San Francisco,CA,58,United States,,,37.74897924,-122.4024092
934594,720 YORK ST,San Francisco,CA,28859,United States,,,37.75982584,-122.4092029
627558,Assessors Block /Lot,San Francisco,CA,,United States,,,0,0
934624,2930 HAWES ST,San Francisco,CA,58,United States,,,37.71777945,-122.3916548
1047771,425 DIVISADERO ST,San Francisco,CA,29492,United States,,,37.77336405,-122.4378752
934555,231 SANSOME ST,San Francisco,CA,28854,United States,,,37.7926094,-122.4013149
1265597,Assessors Block /Lot,San Francisco,CA,,United States,,,0,0
934615,1300 BRYANT ST,San Francisco,CA,28853,United States,,,37.76908713,-122.4115277
934583,600 ILLINOIS ST,San Francisco,CA,28856,United States,,,37.76416013,-122.3881423
1265569,331 POWELL ST,San Francisco,CA,28852,United States,,,37.7877553,-122.4087822
934577,900 MINNESOTA ST,San Francisco,CA,,United States,,,0,0
934622,800 JAMESTOWN AVE,San Francisco,CA,58,United States,,,37.716443,-122.3899379
934592,299 ILLINOIS ST,San Francisco,CA,,United States,,,0,0
934604,Assessors Block 4347a/Lot004,San Francisco,CA,58,United States,,,37.74784315,-122.3945752
1047831,8 10TH ST,San Francisco,CA,28853,United States,,,37.77582552,-122.4172496
934607,3030 17TH ST,San Francisco,CA,28859,United States,,,37.76403818,-122.4137575
934581,1200 POTRERO AVE,San Francisco,CA,28859,United States,,,37.75257727,-122.4068064
934619,150 EXECUTIVE PARK BLVD,San Francisco,CA,309,United States,,,37.71083793,-122.3935434
839523,1 FRONT ST,San Francisco,CA,28860,United States,,,37.79175721,-122.3988976
997504,Assessors Block /Lot,San Francisco,CA,,United States,,,0,0
934517,25 MONTGOMERY ST,San Francisco,CA,28854,United States,,,37.7894867,-122.4024674
934618,350 MISSION ST,San Francisco,CA,28855,United States,,,37.79088546,-122.3966859
934579,210 29TH ST,San Francisco,CA,63,United States,,,37.7440391,-122.4250942
934576,1000 ILLINOIS ST,San Francisco,CA,28856,United States,,,37.75924592,-122.3879174
934573,600 TOLAND ST,San Francisco,CA,58,United States,,,37.74344004,-122.3999326
934516,50 01ST ST,San Francisco,CA,28855,United States,,,37.79014907,-122.3986582
1292788,700 25TH ST,San Francisco,CA,28856,United States,,,37.75338081,-122.3863677
934575,2270 JERROLD AVE,San Francisco,CA,58,United States,,,37.74610445,-122.4003618
934595,2000 FOLSOM ST,San Francisco,CA,28859,United States,,,37.76502716,-122.4155078
364218,79 NEW MONTGOMERY ST,San Francisco,CA,28855,United States,,,37.7878897,-122.4005353
839524,555 MARKET ST,San Francisco,CA,28855,United States,,,37.78988988,-122.3999304
812018,667 MISSION ST,San Francisco,CA,28855,United States,,,37.78655805,-122.4010334
1292785,Assessors Block /Lot,San Francisco,CA,,United States,,,0,0
1010174,2386 MISSION ST,San Francisco,CA,28859,United States,,,37.75887999,-122.4193792
934609,Assessors Block 8711/Lot023,San Francisco,CA,310,United States,,,37.77407484,-122.3906685
934518,115 SANSOME ST,San Francisco,CA,28854,United States,,,37.79142654,-122.4010379
934616,1600 DONNER AVE,San Francisco,CA,58,United States,,,37.72400911,-122.3929868
934302,954 MARKET ST,San Francisco,CA,28852,United States,,,37.78317542,-122.4095683
934590,301 BERRY ST,San Francisco,CA,310,United States,,,37.77433767,-122.3940533
934620,911 MINNA ST,San Francisco,CA,28853,United States,,,37.77439801,-122.4156587
934574,2525 MARIN ST,San Francisco,CA,58,United States,,,37.74761607,-122.401977
934582,3000 23RD ST,San Francisco,CA,,United States,,,0,0
